"","coin","index","news_date","content","news_n","subscribers","normal_users","moderators","score","comments","polarity","subjectivity","volatility","day_movement"
"2523","Dash","Small coins",2018-01-09,"Neutro",1,22605,1928,0,30,16,0,0,0.0698816208164021,-0.0240478931614091
"2524","Dash","Small coins",2018-01-12,"Neutro",1,22605,35,0,59,81,0,0,0.0808943165454172,-0.0412710007304601
"2525","Dash","Small coins",2018-01-14,"Negative",1,22605,239,0,40,4,0.0357142857142857,0.0714285714285714,0.102697786662344,0.0764894450212192
"2526","Dash","Small coins",2018-01-14,"Neutro",1,22605,913,0,29,8,0,0,0.102697786662344,0.0764894450212192
"2527","Dash","Small coins",2018-01-15,"Positive",1,22605,158,0,67,6,0.136363636363636,0.454545454545455,0.0889611019497527,0.0668104090696818
"2528","Dash","Small coins",2018-01-18,"Neutro",1,22605,101,0,44,5,0,0,0.147443946188341,-0.0443363915902103
"2529","Dash","Small coins",2018-01-21,"Neutro",2,22605,11,0,174,32,0,0,0.137360510868864,0.118367039100126
"2530","Dash","Small coins",2018-01-29,"Positive",1,22605,110,0,45,6,1,1,0.0869841502609035,0.0543826369728025
"2531","Dash","Small coins",2018-01-31,"Neutro",2,22605,29607,0,115,30,0,0,0.0635626546166935,-0.027292946253664
"2532","Dash","Small coins",2018-02-08,"Negative",1,22605,268,0,33,4,0.8,1,0.145306577846326,-0.161448234819835
"2533","Dash","Small coins",2018-02-10,"Neutro",1,22605,23,0,30,19,0,0,0.100154725065461,0.00832004003628278
"2534","Dash","Small coins",2018-02-12,"Positive",1,22605,1577,0,97,21,1,1,0.0701054613335034,-0.0647358577972992
"2535","Dash","Small coins",2018-02-15,"Positive",1,22605,249,0,34,2,0.136363636363636,0.5,0.0545013958365807,-0.0354079936450964
"2536","Dash","Small coins",2018-02-16,"Negative",1,22605,15,0,45,13,0.5,1,0.0522700202210465,0.00522397620030456
"2537","Dash","Small coins",2018-02-23,"Neutro",1,22605,2,0,69,5,0,0,0.0650629095271787,-3.16636058514056e-05
"2538","Dash","Small coins",2018-02-28,"Neutro",1,22605,47,0,98,54,0,0,0.0597199871258449,0.0499349593495936
"2539","Dash","Small coins",2018-03-01,"Positive",1,22605,44,0,36,46,0.7,0.6,0.0648176401625259,-0.0571609545656863
"2540","Dash","Small coins",2018-03-02,"Positive",1,22605,2,0,37,5,0.25,0.333333333333333,0.0370483772198408,0.0208282641491071
"2541","Dash","Small coins",2018-03-03,"Negative",1,22605,224,0,58,16,0.5,0.9,0.0314440867557635,-0.0138833532615916
"2542","Dash","Small coins",2018-03-06,"Neutro",1,22605,44,0,44,6,0,0,0.0806446356407246,0.0573099986963889
"2543","Dash","Small coins",2018-03-07,"Neutro",1,22605,240,0,53,30,0,0,0.144748951835566,0.111391704431453
"2544","Dash","Small coins",2018-03-11,"Neutro",1,22605,446,0,30,11,0,0.125,0.142995204317937,-0.0996691480562447
"2545","Dash","Small coins",2018-03-16,"Neutro",1,22605,74,0,30,4,0,0,0.0688515496798947,-0.0166770201175514
"2546","Dash","Small coins",2018-03-16,"Positive",1,22605,0,1725,141,46,0.25,0.333333333333333,0.0688515496798947,-0.0166770201175514
"2547","Dash","Small coins",2018-03-18,"Neutro",1,22605,2,0,29,4,0,0,0.131016110617785,-0.0153794631356586
"2548","Dash","Small coins",2018-03-18,"Positive",1,22605,1,0,78,17,0.8,0.75,0.131016110617785,-0.0153794631356586
"2549","Dash","Small coins",2018-03-20,"Positive",1,22605,973,0,38,7,0.275,0.7,0.0970026015156656,-0.0397342965890082
"2550","Dash","Small coins",2018-03-22,"Neutro",1,22605,219,0,33,9,0,0,0.0908074817518248,0.053125863180186
"2551","Dash","Small coins",2018-03-22,"Positive",1,22605,33,0,34,6,0.03125,0.25,0.0908074817518248,0.053125863180186
"2552","Dash","Small coins",2018-03-27,"Positive",1,22605,7,0,30,3,0.118181818181818,0.427272727272727,0.0967898212601035,0.0909440344403444
"2553","Dash","Small coins",2018-03-28,"Positive",1,22605,0,11572,81,12,0.6,0.7,0.054162596331271,0.0103400670554758
"2554","Dash","Small coins",2018-03-29,"Positive",1,22605,3,0,43,11,0.5,0.888888888888889,0.095030737704918,0.06147926464301
"2555","Dash","Small coins",2018-04-09,"Negative",1,22605,4749,0,31,18,0.05,0.4,0.0891775160799179,0.041315941656493
"2556","Dash","Small coins",2018-04-10,"Neutro",1,22605,11280,0,32,7,0,0.3,0.0253614758185142,-0.000535744182153106
"2557","Dash","Small coins",2018-04-15,"Negative",1,22605,163,0,30,14,0.125,0.325,0.0728137672870957,-0.0701769142344463
"2558","Dash","Small coins",2018-04-23,"Neutro",1,22605,38,0,33,12,0,0,0.120618261616258,-0.0781537802527308
"2559","Dash","Small coins",2018-04-29,"Neutro",1,22605,374,0,41,6,0,0.5,0.0525940735168946,-0.008881246206757
"2560","Dash","Small coins",2018-05-01,"Neutro",1,22605,354,0,42,6,0,0,0.0489246189183545,-0.0121312029757375
"2561","Dash","Small coins",2018-05-04,"Neutro",1,22605,3298,0,54,6,0,0,0.0451181666268799,0.0325455558208005
"2562","Dash","Small coins",2018-05-10,"Positive",1,22605,173,0,39,6,0.8,0.75,0.0875132941202005,0.0492158411373124
"2563","Dash","Small coins",2018-05-15,"Positive",1,22605,1,0,36,2,0.136363636363636,0.454545454545455,0.0613549871670058,0.00657133601740023
"2564","Dash","Small coins",2018-05-16,"Positive",1,22605,44,0,34,20,0.1,0.4,0.0701108730084784,0.0389453088605236
"2565","Dash","Small coins",2018-06-03,"Neutro",1,22605,24960,0,35,66,0,0,0.0396533691916928,-0.0275511153858087
"2566","Dash","Small coins",2018-06-06,"Positive",1,22605,149,0,30,21,0.285714285714286,0.535714285714286,0.0369616925388082,0.0094785237435445
"2567","Dash","Small coins",2018-06-16,"Positive",1,22605,269,0,33,0,0.8,0.75,0.0452341885441529,-0.0347146633494014
"2568","Dash","Small coins",2018-06-25,"Neutro",1,22605,20,0,29,9,0,0,0.0427683684659437,-0.0150660718794714
"2569","Dash","Small coins",2018-06-26,"Neutro",1,22605,359,0,32,9,0,0,0.0521501593477092,0.0425337865848603
"2570","Dash","Small coins",2018-06-29,"Negative",1,22605,92,0,29,12,0.275,0.225,0.0884462151394421,-0.0672012392364117
"2571","Dash","Small coins",2018-06-29,"Neutro",1,22605,810,0,36,7,0,1,0.0884462151394421,-0.0672012392364117
"2572","Dash","Small coins",2018-06-29,"Positive",2,22605,584,0,116,35,0.217063492063492,0.364285714285714,0.0884462151394421,-0.0672012392364117
"2573","Dash","Small coins",2018-07-02,"Neutro",1,22605,461,0,35,26,0,0,0.0691227791878173,-0.0597344194136862
"2574","Dash","Small coins",2018-07-04,"Neutro",1,22605,777,0,33,7,0,0,0.0934167552040295,-0.0290858725761773
"2575","Dash","Small coins",2018-07-19,"Positive",1,22605,0,112,75,10,0.25,0.4,0.0555165663206886,0.0193395159466184
"2576","Dash","Small coins",2018-07-23,"Positive",1,22605,4,0,35,5,0.375,0.5,0.0682451253481895,0.0355088672311871
"2577","Dash","Small coins",2018-07-26,"Neutro",1,22605,1,0,29,21,0,0.125,0.0330343557299592,0.0100266011868221
"2578","Dash","Small coins",2018-07-28,"Neutro",2,22605,6710,0,118,12,0,0,0.0236850702384841,0.0124149799229698
"2579","Dash","Small coins",2018-07-31,"Positive",1,22605,185,0,35,11,0.0175,0.4575,0.0938083121289228,0.0736828709595317
"2580","Dash","Small coins",2018-08-01,"Neutro",1,22605,848,0,31,3,0,0,0.0398418901316085,-0.00302308537925979
"2581","Dash","Small coins",2018-08-02,"Positive",1,22605,4,0,51,17,0.6,0.9,0.0688892899034558,0.0338697178283266
"2582","Dash","Small coins",2018-08-03,"Neutro",2,22605,895,0,83,33,0,0,0.0422508704243907,-4.73866274936782e-05
"2583","Dash","Small coins",2018-08-04,"Neutro",1,22605,28,0,35,16,0,0,0.0631052065303832,0.0380594887389529
"2584","Dash","Small coins",2018-08-06,"Neutro",1,22605,243,0,33,12,0,0,0.0582712088326885,0.0364452597026452
"2585","Dash","Small coins",2018-08-07,"Neutro",1,22605,950,0,30,9,0,0,0.0900940195793351,0.0572431077694235
"2586","Dash","Small coins",2018-08-09,"Neutro",1,22605,116,0,40,0,0,0,0.093013468013468,-0.0606986396126355
"2587","Dash","Small coins",2018-08-11,"Positive",1,22605,1517,0,50,2,0.25,0.333333333333333,0.0469653601261755,0.0164903363082924
"2588","Dash","Small coins",2018-08-16,"Negative",1,22605,114,0,32,8,0.155555555555556,0.288888888888889,0.0630976346250629,0.0136941636778611
"2589","Dash","Small coins",2018-08-18,"Positive",1,22605,36,0,38,17,0.214285714285714,0.5,0.13103529689529,0.0846754807692308
"2590","Dash","Small coins",2018-08-23,"Positive",1,22605,171,0,39,2,1,0.3,0.041197706519431,-0.0266968987712113
"2591","Dash","Small coins",2018-08-27,"Neutro",1,22605,246,0,33,8,0,0,0.241082477000054,-0.290568165797265
"2592","Dash","Small coins",2018-08-28,"Neutro",1,22605,151,0,73,23,0,0,0.14627208304222,-0.0670400263548016
"2593","Dash","Small coins",2018-08-31,"Neutro",1,22605,1,0,44,20,0,0,0.0596547117459666,-0.0604260883779219
"2594","Dash","Small coins",2018-09-01,"Neutro",1,22605,1,0,41,22,0,0,0.120195351361129,-0.134560032894737
"2595","Dash","Small coins",2018-09-04,"Negative",1,22605,84,0,39,10,0.8,0.9,0.0323489323034984,0.00230351055007832
"2596","Dash","Small coins",2018-09-05,"Neutro",1,22605,36,0,41,3,0,0,0.213535536441829,0.194941849732324
"2597","Dash","Small coins",2018-09-07,"Negative",1,22605,19,0,75,8,0.145833333333333,0.270833333333333,0.101679055985861,-0.0381358277522556
"2598","Dash","Small coins",2018-09-08,"Neutro",1,22605,238,0,60,14,0,0,0.0884819611929928,0.00980078832427828
"2599","Dash","Small coins",2018-09-10,"Negative",1,22605,2,0,54,16,0.05,0.4,0.0590518705419963,-0.0371802805280528
"2600","Dash","Small coins",2018-09-10,"Neutro",1,22605,3424,0,35,2,0,1,0.0590518705419963,-0.0371802805280528
"2601","Dash","Small coins",2018-09-11,"Neutro",2,22605,114,0,61,27,0,0,0.114448447084023,0.0738872403560831
"2602","Dash","Small coins",2018-09-12,"Positive",2,22605,882,1329,111,64,0.318181818181818,0.575,0.0822406992857905,0.0125786163522013
"2603","Dash","Small coins",2018-09-15,"Neutro",1,22605,16,0,92,10,0,0,0.0404968434019402,-0.00476764289830773
"2604","Dash","Small coins",2018-09-19,"Neutro",2,22605,65,0,90,15,0,0,0.0498491742931643,0.00167093102187872
"2605","Dash","Small coins",2018-09-21,"Negative",1,22605,147,0,31,6,0.1,0.1,0.0504858971320217,-0.0398962696987832
"2606","Dash","Small coins",2018-09-21,"Neutro",1,22605,605,0,34,18,0,0,0.0504858971320217,-0.0398962696987832
"2607","Dash","Small coins",2018-09-24,"Neutro",1,22605,2,0,32,15,0,0,0.0593702856586696,0.0354025454722777
"2608","Dash","Small coins",2018-09-27,"Neutro",1,22605,97,0,38,31,0,0,0.064171666836164,-0.0532358516111562
"2609","Dash","Small coins",2018-10-01,"Positive",1,22605,33,0,36,5,0.136363636363636,0.454545454545455,0.020270628814009,0.00133568413741518
"2610","Dash","Small coins",2018-10-02,"Positive",1,22605,275,0,42,24,0.8,1,0.0364344393470608,0.0253503048454379
"2611","Decentraland","Small coins",2017-09-29,"Neutro",3,5598,36,0,23,4,0,0.0222222222222222,0.119161456417801,0.111820693890083
"2612","Decentraland","Small coins",2017-09-30,"Positive",1,5598,641,0,9,1,0.25,0.5,0.0788365359305082,0.00927079009270793
"2613","Decentraland","Small coins",2017-10-02,"Negative",1,5598,3023,0,8,0,0.15,0.3,0.276572668112798,0.0596629616349946
"2614","Decentraland","Small coins",2017-10-02,"Neutro",1,5598,107,0,5,1,0,0,0.276572668112798,0.0596629616349946
"2615","Decentraland","Small coins",2017-10-04,"Neutro",1,5598,17,0,6,0,0,0,0.032018496461851,0.00320878494010292
"2616","Decentraland","Small coins",2017-10-06,"Negative",1,5598,308,0,5,1,0.666666666666667,1,0.0617996604414261,0.00366401659177319
"2617","Decentraland","Small coins",2017-10-07,"Neutro",1,5598,4,0,8,3,0,0,0.0447966919365954,-0.00374921891272641
"2618","Decentraland","Small coins",2017-10-08,"Neutro",1,5598,96,0,9,12,0,0,0.0985228443833735,0.06922168992571
"2619","Decentraland","Small coins",2017-10-09,"Positive",1,5598,8,0,10,1,0.4,1,0.322456285281564,0.304296848058487
"2620","Decentraland","Small coins",2017-10-10,"Neutro",1,5598,639,0,7,5,0,0,0.128415773088896,-0.13320177602368
"2621","Decentraland","Small coins",2017-10-12,"Neutro",1,5598,995,0,13,2,0,0,0.417840936231192,0.0606497500961168
"2622","Decentraland","Small coins",2017-10-13,"Neutro",1,5598,202,0,17,8,0,0,0.539221416880991,-0.755206730275982
"2623","Decentraland","Small coins",2017-10-14,"Neutro",1,5598,35,0,19,8,0,0,0.360243902439024,-0.0861608844834159
"2624","Decentraland","Small coins",2017-10-14,"Positive",1,5598,801,0,3,5,0.15,0.1,0.360243902439024,-0.0861608844834159
"2625","Decentraland","Small coins",2017-10-15,"Neutro",3,5598,877,0,11,32,0,0.1,0.359696314545729,0.297085600935863
"2626","Decentraland","Small coins",2017-10-15,"Positive",1,5598,15,0,5,1,0.5,0.5,0.359696314545729,0.297085600935863
"2627","Decentraland","Small coins",2017-10-23,"Neutro",1,5598,1,0,4,3,0,0,0.110775007823094,0.0138562967929377
"2628","Decentraland","Small coins",2017-10-25,"Neutro",1,5598,172,0,2,0,0,0,0.129349855712103,-0.0166586883676401
"2629","Decentraland","Small coins",2017-10-26,"Positive",1,5598,14,0,7,1,0.136363636363636,0.5,0.0888950429243977,0.0697455230914231
"2630","Decentraland","Small coins",2017-11-02,"Neutro",1,5598,2,0,11,5,0,0,0.117336977743069,0.0356306130417805
"2631","Decentraland","Small coins",2017-11-05,"Positive",1,5598,0,477,48,0,0.8,0.9,0.154072176599111,-0.0906272147413183
"2632","Decentraland","Small coins",2017-11-06,"Neutro",2,5598,445,0,6,13,0,0,0.106164653879549,0.0256285482562854
"2633","Decentraland","Small coins",2017-11-07,"Neutro",2,5598,78,0,18,18,0,0,0.157597173144876,-0.127641870527542
"2634","Decentraland","Small coins",2017-11-07,"Positive",1,5598,27,0,4,4,0.136363636363636,0.454545454545455,0.157597173144876,-0.127641870527542
"2635","Decentraland","Small coins",2017-11-08,"Neutro",1,5598,1,0,6,4,0,0,0.221890547263682,-0.0437869822485209
"2636","Decentraland","Small coins",2017-11-15,"Neutro",1,5598,118,0,7,5,0,0,0.0512735142333944,-0.047203559898787
"2637","Decentraland","Small coins",2017-11-15,"Positive",1,5598,21,0,6,1,0.5,1,0.0512735142333944,-0.047203559898787
"2638","Decentraland","Small coins",2017-11-16,"Neutro",1,5598,44,0,5,1,0,0,0.067725287812624,0.0183134937151418
"2639","Decentraland","Small coins",2017-11-18,"Neutro",2,5598,124,0,6,3,0,0.2,0.143573996405033,-0.083021379252974
"2640","Decentraland","Small coins",2017-12-03,"Neutro",1,5598,832,0,3,0,0,0,0.127013663671646,-0.00269242025168282
"2641","Decentraland","Small coins",2017-12-06,"Neutro",2,5598,18,0,9,42,0,0.25,0.749722834902963,-1.54498224954542
"2642","Decentraland","Small coins",2017-12-07,"Neutro",9,5598,410,0,35,93,0,0.111111111111111,0.500769996431724,-0.0201727650832673
"2643","Decentraland","Small coins",2017-12-07,"Positive",3,5598,557,0,22,34,0.401428571428571,0.393809523809524,0.500769996431724,-0.0201727650832673
"2644","Decentraland","Small coins",2017-12-09,"Neutro",3,5598,429,0,12,22,0,0,0.188339588675849,-0.067403511546979
"2645","Decentraland","Small coins",2017-12-10,"Neutro",5,5598,21857,0,32,43,0,0.0133333333333333,0.400543734693419,-0.394596588289534
"2646","Decentraland","Small coins",2017-12-10,"Positive",4,5598,1170,0,29,92,0.420833333333333,0.433333333333333,0.400543734693419,-0.394596588289534
"2647","Decentraland","Small coins",2017-12-11,"Negative",1,5598,158,0,2,1,0.5,0.3,0.210443480693901,0.044968995883487
"2648","Decentraland","Small coins",2017-12-11,"Neutro",2,5598,52,0,14,2,0,0,0.210443480693901,0.044968995883487
"2649","Decentraland","Small coins",2017-12-11,"Positive",4,5598,1319,0,64,44,0.289393939393939,0.404924242424242,0.210443480693901,0.044968995883487
"2650","Decentraland","Small coins",2017-12-12,"Negative",2,5598,7,0,5,13,0.164583333333333,0.602083333333333,0.222338557861116,-0.132627095944715
"2651","Decentraland","Small coins",2017-12-12,"Neutro",8,5598,5275,0,107,297,0,0,0.222338557861116,-0.132627095944715
"2652","Decentraland","Small coins",2017-12-13,"Neutro",12,5598,11956,0,95,99,0,0.00833333333333333,0.346966853289223,-0.435890843218606
"2653","Decentraland","Small coins",2017-12-13,"Positive",2,5598,395,0,36,22,0.377840909090909,0.551136363636364,0.346966853289223,-0.435890843218606
"2654","Decentraland","Small coins",2017-12-14,"Negative",2,5598,92,0,20,35,0.383333333333333,0.516666666666667,0.293790196184403,-0.0583787200933669
"2655","Decentraland","Small coins",2017-12-14,"Neutro",11,5598,6001,0,63,41,0,0,0.293790196184403,-0.0583787200933669
"2656","Decentraland","Small coins",2017-12-14,"Positive",5,5598,1305,0,20,21,0.319047619047619,0.392380952380952,0.293790196184403,-0.0583787200933669
"2657","Decentraland","Small coins",2017-12-15,"Negative",2,5598,129,0,11,17,0.3375,0.4,0.215446412269491,0.181825927991572
"2658","Decentraland","Small coins",2017-12-15,"Neutro",9,5598,1278,0,84,169,0,0,0.215446412269491,0.181825927991572
"2659","Decentraland","Small coins",2017-12-15,"Positive",5,5598,14978,0,22,84,0.323809523809524,0.39047619047619,0.215446412269491,0.181825927991572
"2660","Decentraland","Small coins",2017-12-16,"Neutro",10,5598,1254,0,49,62,0,0,0.160753491948229,0.0670242288896572
"2661","Decentraland","Small coins",2017-12-16,"Positive",6,5598,1754,0,52,84,0.368055555555556,0.543055555555556,0.160753491948229,0.0670242288896572
"2662","Decentraland","Small coins",2017-12-17,"Negative",1,5598,11,0,3,15,1,1,0.122344270047917,-0.0484840030688601
"2663","Decentraland","Small coins",2017-12-17,"Neutro",7,5598,308,0,91,85,0,0,0.122344270047917,-0.0484840030688601
"2664","Decentraland","Small coins",2017-12-17,"Positive",2,5598,11,0,5,16,0.225,0.45,0.122344270047917,-0.0484840030688601
"2665","Decentraland","Small coins",2017-12-18,"Neutro",7,5598,312,0,71,44,0,0,0.190888239336905,-0.123899597784017
"2666","Decentraland","Small coins",2017-12-18,"Positive",2,5598,856,0,39,13,0.23,0.771666666666667,0.190888239336905,-0.123899597784017
"2667","Decentraland","Small coins",2017-12-20,"Neutro",3,5598,391,0,45,28,0,0.133333333333333,0.275838286462652,-0.096156933858461
"2668","Decentraland","Small coins",2017-12-21,"Positive",1,5598,187,0,9,18,0.2,0.2,0.183665329297764,0.0588026492359637
"2669","Decentraland","Small coins",2017-12-22,"Neutro",1,5598,214,0,6,4,0,0,0.406561476737073,0.206452558220464
"2670","Decentraland","Small coins",2017-12-22,"Positive",1,5598,4,0,59,54,0.5,0.5,0.406561476737073,0.206452558220464
"2671","Decentraland","Small coins",2017-12-24,"Neutro",1,5598,5,0,11,40,0,0,0.135952399453837,0.0397855311212993
"2672","Decentraland","Small coins",2017-12-25,"Positive",1,5598,10,0,7,5,0.16,0.54,0.0908821097708338,-0.0476043028509828
"2673","Decentraland","Small coins",2017-12-28,"Neutro",1,5598,0,85,28,90,0,0,0.155412887134117,-0.0641880848900135
"2674","Decentraland","Small coins",2017-12-29,"Neutro",1,5598,1985,0,16,11,0,0,0.133683673469388,-0.00580187827343327
"2675","Decentraland","Small coins",2017-12-30,"Neutro",2,5598,3333,0,21,25,0,0,0.184357270537033,-0.0897857031127796
"2676","Decentraland","Small coins",2017-12-31,"Positive",1,5598,39,0,4,43,0.1,0.55,0.124240460560298,-0.0402859794592501
"2677","Decentraland","Small coins",2018-01-03,"Neutro",1,5598,38,0,20,20,0,0,0.451536825400324,-0.484790186479742
"2678","Decentraland","Small coins",2018-01-03,"Positive",1,5598,158,0,3,6,0.375,0.75,0.451536825400324,-0.484790186479742
"2679","Decentraland","Small coins",2018-01-04,"Negative",2,5598,153,0,30,54,0.239583333333333,0.427083333333333,0.317105698701374,-0.287197966603391
"2680","Decentraland","Small coins",2018-01-05,"Neutro",1,5598,7726,0,15,15,0,1,0.254546761211192,0.163616427835156
"2681","Decentraland","Small coins",2018-01-05,"Positive",1,5598,67,0,20,5,0.1,0.2,0.254546761211192,0.163616427835156
"2682","Decentraland","Small coins",2018-01-06,"Neutro",1,5598,507,0,22,1,0,0,0.131057147499568,-0.100718126375807
"2683","Decentraland","Small coins",2018-01-07,"Positive",1,5598,14,0,3,0,0.4,0.8,0.289869026272706,-0.269545551853417
"2684","Decentraland","Small coins",2018-01-09,"Positive",1,5598,16,0,8,1,0.136363636363636,0.454545454545455,0.202304254354231,-0.0817810953910251
"2685","Decentraland","Small coins",2018-01-10,"Neutro",1,5598,1,0,11,31,0,0,0.222062686995766,0.163790907933274
"2686","Decentraland","Small coins",2018-01-13,"Neutro",1,5598,9,0,11,7,0,0,0.0810052401475923,0.0322094372566669
"2687","Decentraland","Small coins",2018-01-15,"Neutro",2,5598,363,0,26,10,0,0.5,0.134930634979097,0.117027100110142
"2688","Decentraland","Small coins",2018-01-16,"Neutro",1,5598,44,0,21,1,0,0,0.361149986600363,0.276955602536998
"2689","Decentraland","Small coins",2018-01-17,"Neutro",1,5598,3,0,42,41,0,0,0.39688104119585,-0.436725617954287
